0,1000,0.000617981
0,1100,0.000702517
0,1210,0.00082812
0,1331,0.00102781
0,1464,0.00119082
0,1610,0.0014439
0,1771,0.00169648
0,1948,0.00210304
0,2142,0.00246583
0,2356,0.0029476
0,2591,0.00358396
0,2850,0.00431404
0,3135,0.00536786
0,3448,0.00718998
0,3792,0.00983796
0,4171,0.0115237
0,4588,0.0131775
0,5046,0.0161425
0,5550,0.0188172
0,6105,0.0208662
0,6715,0.0250043
0,7386,0.0310942
0,8124,0.0382554
0,8936,0.0476156
0,9829,0.0630362
0,10811,0.0892704
0,11892,0.157836
0,13081,0.212329
0,14389,0.35479
0,15827,0.2356
0,17409,0.274765
0,19149,0.273266
0,21063,0.353743
0,23169,0.48661
0,25485,1.05155
0,28033,0.625534
0,30836,0.769097
0,33919,0.938492
0,37310,1.1581
0,41041,1.60965
0,45145,2.43656
0,49659,2.43811
0,54624,2.83496
0,60086,3.4655
0,66094,3.91017
0,72703,4.57064
0,79973,5.56705
0,87970,6.87992
0,96767,8.23313
0,106443,9.99775
0,117087,12.231
1,1000,0.000488215
1,1100,0.000477167
1,1210,0.000583468
1,1331,0.000687664
1,1464,0.000831538
1,1610,0.000993848
1,1771,0.00141409
1,1948,0.0014338
1,2142,0.00172246
1,2356,0.00217168
1,2591,0.0029578
1,2850,0.00298562
1,3135,0.00360503
1,3448,0.00452786
1,3792,0.0053763
1,4171,0.00665922
1,4588,0.00764134
1,5046,0.00924803
1,5550,0.0116339
1,6105,0.0137884
1,6715,0.016312
1,7386,0.0202189
1,8124,0.0250983
1,8936,0.0302952
1,9829,0.034765
1,10811,0.0439271
1,11892,0.0509546
1,13081,0.0626762
1,14389,0.0754656
1,15827,0.0909058
1,17409,0.109074
1,19149,0.132761
1,21063,0.159818
1,23169,0.192989
1,25485,0.23729
1,28033,0.287249
1,30836,0.347886
1,33919,0.416869
1,37310,0.50354
1,41041,0.609862
1,45145,0.741041
1,49659,0.90573
1,54624,1.08394
1,60086,1.31338
1,66094,1.58404
1,72703,1.91825
1,79973,2.33537
1,87970,2.83031
1,96767,3.41354
1,106443,4.12732
1,117087,5.00899
2,1000,0.000640796
2,1100,0.000752789
2,1210,0.000997235
2,1331,0.00118708
2,1464,0.00144313
2,1610,0.00181024
2,1771,0.0022564
2,1948,0.00273755
2,2142,0.0033191
2,2356,0.00401157
2,2591,0.00474252
2,2850,0.0056846
2,3135,0.00660598
2,3448,0.00770887
2,3792,0.0091861
2,4171,0.0106971
2,4588,0.012633
2,5046,0.0144443
2,5550,0.0166108
2,6105,0.019925
2,6715,0.0234253
2,7386,0.0270038
2,8124,0.0315876
2,8936,0.0369246
2,9829,0.042816
2,10811,0.0510445
2,11892,0.0601073
2,13081,0.0704215
2,14389,0.0808864
2,15827,0.0954067
2,17409,0.112932
2,19149,0.136157
2,21063,0.15727
2,23169,0.185342
2,25485,0.22114
2,28033,0.257811
2,30836,0.307339
2,33919,0.360201
2,37310,0.429222
2,41041,0.50149
2,45145,0.579366
2,49659,0.678724
2,54624,0.84362
2,60086,0.939495
2,66094,1.09982
2,72703,1.29765
2,79973,1.53883
2,87970,1.8253
2,96767,2.14701
2,106443,2.547
2,117087,3.0474
3,1000,9.4465e-05
3,1100,0.000102375
3,1210,0.000112453
3,1331,0.000124973
3,1464,0.00013791
3,1610,0.000150781
3,1771,0.000168157
3,1948,0.000182796
3,2142,0.000201426
3,2356,0.000222213
3,2591,0.000242588
3,2850,0.000268262
3,3135,0.000304795
3,3448,0.000328306
3,3792,0.000358664
3,4171,0.000397811
3,4588,0.000442496
3,5046,0.000478299
3,5550,0.000530478
3,6105,0.000602293
3,6715,0.000645137
3,7386,0.000704973
3,8124,0.000773558
3,8936,0.000851603
3,9829,0.000929352
3,10811,0.00104554
3,11892,0.00114365
3,13081,0.00125627
3,14389,0.00137963
3,15827,0.00150525
3,17409,0.00164146
3,19149,0.00184637
3,21063,0.00200186
3,23169,0.00219234
3,25485,0.00242163
3,28033,0.00265392
3,30836,0.00300402
3,33919,0.00323109
3,37310,0.00354499
3,41041,0.00385719
3,45145,0.00428636
3,49659,0.00477673
3,54624,0.00519739
3,60086,0.00562545
3,66094,0.00630037
3,72703,0.00725449
3,79973,0.00753385
3,87970,0.00873629
3,96767,0.00953436
3,106443,0.0101343
3,117087,0.011246
